cluster,AQ,CB,CTXsp,HPF,HY,Isocortex,MB,MY,OLF,P,PAL,STR,TH,V3,V4,VL,brain-unassigned,cbf,cm,eps,fiber tracts-unassigned,lfbs,mfbs,scwm,unassigned
1514 PVR Six3 Sox3 Gaba_3,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
1515 PVR Six3 Sox3 Gaba_4,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0
1516 PVR Six3 Sox3 Gaba_4,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.07,0.32,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0
1517 PVR Six3 Sox3 Gaba_4,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.11,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
1518 PVR Six3 Sox3 Gaba_4,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1519 PVR Six3 Sox3 Gaba_4,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.37,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1520 PVR Six3 Sox3 Gaba_5,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.36,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1521 PVR Six3 Sox3 Gaba_5,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.31,0.24,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1522 PVR Six3 Sox3 Gaba_5,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.58,0.26,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523 PVR Six3 Sox3 Gaba_6,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.15,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524 PVR Six3 Sox3 Gaba_7,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.06,0.33,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
1525 PVR Six3 Sox3 Gaba_7,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
1526 PVR Six3 Sox3 Gaba_7,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.05,0.0,0.0
1527 PVR Six3 Sox3 Gaba_8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528 PVR Six3 Sox3 Gaba_8,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.34,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01
1529 PVR Six3 Sox3 Gaba_8,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.38,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
1530 PVR Six3 Sox3 Gaba_8,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
1531 PVR Six3 Sox3 Gaba_9,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
1532 PVR Six3 Sox3 Gaba_9,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533 PVR Six3 Sox3 Gaba_9,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1534 PVR Six3 Sox3 Gaba_9,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535 PVR Six3 Sox3 Gaba_9,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536 PVR Six3 Sox3 Gaba_9,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537 PVR Six3 Sox3 Gaba_9,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
1538 BST-MPN Six3 Nrgn Gaba_1,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539 BST-MPN Six3 Nrgn Gaba_1,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540 BST-MPN Six3 Nrgn Gaba_2,0.0,0.0,0.01,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.16,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
1541 BST-MPN Six3 Nrgn Gaba_3,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542 BST-MPN Six3 Nrgn Gaba_3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543 BST-MPN Six3 Nrgn Gaba_3,0.0,0.0,0.0,0.0,0.93,0.0,0.01,0.0,0.0,0.01,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
1544 BST-MPN Six3 Nrgn Gaba_3,0.0,0.0,0.0,0.0,0.98,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
1545 BST-MPN Six3 Nrgn Gaba_3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546 BST-MPN Six3 Nrgn Gaba_3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547 BST-MPN Six3 Nrgn Gaba_4,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.45,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548 BST-MPN Six3 Nrgn Gaba_4,0.0,0.01,0.0,0.0,0.85,0.0,0.02,0.0,0.0,0.01,0.07,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0
1549 BST-MPN Six3 Nrgn Gaba_4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550 BST-MPN Six3 Nrgn Gaba_4,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551 BST-MPN Six3 Nrgn Gaba_5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.18,0.69,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552 BST-MPN Six3 Nrgn Gaba_5,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.02,0.0,0.5,0.32,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0
1553 BST-MPN Six3 Nrgn Gaba_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.32,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
1554 BST-MPN Six3 Nrgn Gaba_5,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.18,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555 BST-MPN Six3 Nrgn Gaba_5,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556 BST-MPN Six3 Nrgn Gaba_5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.31,0.52,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557 BST-MPN Six3 Nrgn Gaba_5,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3,0.0,0.25,0.32,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02
1558 BST-MPN Six3 Nrgn Gaba_6,0.0,0.0,0.02,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.17,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.0
1559 BST-MPN Six3 Nrgn Gaba_6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560 BST-MPN Six3 Nrgn Gaba_6,0.0,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.53,0.3,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0
1561 BST-MPN Six3 Nrgn Gaba_6,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
1562 BST-MPN Six3 Nrgn Gaba_6,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0
1563 BST-MPN Six3 Nrgn Gaba_6,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564 BST-MPN Six3 Nrgn Gaba_6,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.32,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
1565 BST-MPN Six3 Nrgn Gaba_7,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
1566 BST-MPN Six3 Nrgn Gaba_7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567 BST-MPN Six3 Nrgn Gaba_7,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568 BST-MPN Six3 Nrgn Gaba_7,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
1569 ARH-PVi Six6 Dopa-Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570 ARH-PVi Six6 Dopa-Gaba_1,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571 ARH-PVi Six6 Dopa-Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572 ARH-PVi Six6 Dopa-Gaba_2,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1573 TMv-PMv Tbx3 Hist-Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574 TMv-PMv Tbx3 Hist-Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575 TMv-PMv Tbx3 Hist-Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576 TMv-PMv Tbx3 Hist-Gaba_1,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
1577 TMv-PMv Tbx3 Hist-Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578 TMv-PMv Tbx3 Hist-Gaba_2,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
1579 TMv-PMv Tbx3 Hist-Gaba_2,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
1580 RT-ZI Gnb3 Gaba_1,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
1581 RT-ZI Gnb3 Gaba_1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582 RT-ZI Gnb3 Gaba_1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
1583 RT-ZI Gnb3 Gaba_1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
1584 RT-ZI Gnb3 Gaba_1,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
1585 RT-ZI Gnb3 Gaba_1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586 RT-ZI Gnb3 Gaba_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587 RT-ZI Gnb3 Gaba_2,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588 RT-ZI Gnb3 Gaba_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589 RT-ZI Gnb3 Gaba_2,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
1590 RT-ZI Gnb3 Gaba_2,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1591 RT-ZI Gnb3 Gaba_3,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0
1592 RT-ZI Gnb3 Gaba_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.0
1593 RT-ZI Gnb3 Gaba_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
1594 RT-ZI Gnb3 Gaba_3,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.19,0.04,0.46,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.19,0.0,0.0,0.0
1595 RT-ZI Gnb3 Gaba_4,0.0,0.0,0.0,0.0,0.39,0.0,0.05,0.0,0.0,0.0,0.1,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.14,0.0,0.0,0.0
1596 RT-ZI Gnb3 Gaba_4,0.0,0.0,0.0,0.0,0.52,0.0,0.07,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.13,0.0,0.0,0.0
1597 RT-ZI Gnb3 Gaba_4,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.22,0.01,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.49,0.0,0.0,0.0
1598 RT-ZI Gnb3 Gaba_4,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.05,0.02,0.0,0.0
1599 RT-ZI Gnb3 Gaba_4,0.0,0.0,0.0,0.0,0.69,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
1600 RT-ZI Gnb3 Gaba_5,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.77,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.04,0.03,0.05,0.0,0.0
1601 RT-ZI Gnb3 Gaba_5,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.22,0.0,0.0,0.0
1602 RT-ZI Gnb3 Gaba_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.02,0.03,0.02,0.0,0.0
1603 RT-ZI Gnb3 Gaba_5,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0
1604 RT-ZI Gnb3 Gaba_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.07,0.0,0.0,0.0
1605 SCH Six6 Cdc14a Gaba_1,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
1606 SCH Six6 Cdc14a Gaba_1,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1607 SCH Six6 Cdc14a Gaba_1,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1608 SCH Six6 Cdc14a Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609 SCH Six6 Cdc14a Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610 SCH Six6 Cdc14a Gaba_1,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
1611 SCH Six6 Cdc14a Gaba_2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612 SCH Six6 Cdc14a Gaba_2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.0
1613 SCH Six6 Cdc14a Gaba_2,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614 SCH Six6 Cdc14a Gaba_2,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1615 SCH Six6 Cdc14a Gaba_3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616 SCH Six6 Cdc14a Gaba_3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617 SCH Six6 Cdc14a Gaba_3,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.01
1618 SCH Six6 Cdc14a Gaba_3,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
1619 DMH Prdm13 Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620 DMH Prdm13 Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621 DMH Prdm13 Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622 DMH Prdm13 Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623 DMH Prdm13 Gaba_2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624 DMH Prdm13 Gaba_2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625 PVHd Gsc Gaba_1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
